# Key,Recommendation_1,Recommendation_2,Recommendation_3,Recommendation_4,Recommendation_5,Recommendation_6,Recommendation_7,Recommendation_8,Recommendation_9,Recommendation_10,Recommendation_11,Recommendation_12,Recommendation_13,Recommendation_14,Recommendation_15,Recommendation_16,Recommendation_17,Recommendation_18,Recommendation_19,Recommendation_20,Recommendation_21,Recommendation_22,Recommendation_23,Recommendation_24,Recommendation_25,Recommendation_26,Recommendation_27,Recommendation_28,Recommendation_29,Recommendation_30,Recommendation_31,Recommendation_32,Recommendation_33,Recommendation_34,Recommendation_35,Recommendation_36,Recommendation_37,Recommendation_38,Recommendation_39,Recommendation_40,Recommendation_41,Recommendation_42,Recommendation_43,Recommendation_44,Recommendation_45,Recommendation_46,Recommendation_47,Recommendation_48,Recommendation_49,Recommendation_50,Recommendation_51,Recommendation_52,Recommendation_53,Recommendation_54,Recommendation_55,Recommendation_56,Recommendation_57,Recommendation_58,Recommendation_59,Recommendation_60,Recommendation_61,Recommendation_62,Recommendation_63,Recommendation_64,Recommendation_65,Recommendation_66,Recommendation_67,Recommendation_68,Recommendation_69,Recommendation_70,Recommendation_71,Recommendation_72,Recommendation_73,Recommendation_74,Recommendation_75,Recommendation_76,Recommendation_77,Recommendation_78,Recommendation_79,Recommendation_80,Recommendation_81,Recommendation_82,Recommendation_83,Recommendation_84,Recommendation_85,Recommendation_86,Recommendation_87,Recommendation_88,Recommendation_89,Recommendation_90,Recommendation_91,Recommendation_92,Recommendation_93,Recommendation_94,Recommendation_95,Recommendation_96,Recommendation_97,Recommendation_98,Recommendation_99,Recommendation_100
US_0000000000000627,US_0000000000004002,US_0000000000003826,US_0000000000003624,US_0000000000005709,US_0000000000005785,US_0000000000005705,US_0000000000005786,US_0000000000003798,US_0000000000001719,US_0000000000000640,US_0000000000025166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000002465,US_0000000000002086,US_0000000000020375,US_0000000000003998,US_0000000000003995,US_0000000000003633,US_0000000000003843,US_0000000000003830,US_0000000000003802,US_0000000000015895,US_0000000000005807,US_0000000000004009,US_0000000000001956,US_0000000000009035,US_0000000000002088,US_0000000000025166,US_0000000000000640,US_0000000000001719,US_0000000000001523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000002467,US_0000000000002086,US_0000000000020375,US_0000000000003998,US_0000000000003995,US_0000000000003633,US_0000000000003843,US_0000000000003830,US_0000000000003802,US_0000000000005807,US_0000000000015895,US_0000000000004009,US_0000000000001956,US_0000000000009035,US_0000000000002088,US_0000000000000640,US_0000000000001719,US_0000000000025166,US_0000000000001523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000002475,US_0000000000002086,US_0000000000020375,US_0000000000003998,US_0000000000003995,US_0000000000003633,US_0000000000003843,US_0000000000003802,US_0000000000003830,US_0000000000015895,US_0000000000005807,US_0000000000004009,US_0000000000001956,US_0000000000009035,US_0000000000002088,US_0000000000000640,US_0000000000001719,US_0000000000025166,US_0000000000001523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000008833,US_0000000000005764,US_0000000000005731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000026135,US_0000000000005764,US_0000000000005731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000000860,US_0000000000001246,US_0000000000012917,US_0000000000007361,US_0000000000001401,US_0000000000001498,US_0000000000010260,US_0000000000010924,US_0000000000001134,US_0000000000000108,US_0000000000001475,US_0000000000001380,US_0000000000004004,US_0000000000000808,US_0000000000001511,US_0000000000002501,US_0000000000001523,US_0000000000001035,US_0000000000039441,US_0000000000001053,US_0000000000001458,US_0000000000002615,US_0000000000002655,US_0000000000039440,US_0000000000001910,US_0000000000001036,US_0000000000002822,US_0000000000004034,US_0000000000000798,US_0000000000001521,US_0000000000004037,US_0000000000000273,US_0000000000000041,US_0000000000000272,US_0000000000004040,US_0000000000000020,US_0000000000004002,US_0000000000002659,US_0000000000003666,US_0000000000000107,US_0000000000003557,US_0000000000002372,US_0000000000020375,US_0000000000001500,US_0000000000001893,US_0000000000001044,US_0000000000010534,US_0000000000002122,US_0000000000010292,US_0000000000009035,US_0000000000000071,US_0000000000001400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000001499,US_0000000000005615,US_0000000000005705,US_0000000000005709,US_0000000000005785,US_0000000000004002,US_0000000000000430,US_0000000000003552,US_0000000000000640,US_0000000000025166,US_0000000000001719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000039852,US_0000000000005615,US_0000000000005709,US_0000000000005705,US_0000000000005785,US_0000000000004002,US_0000000000000430,US_0000000000003552,US_0000000000000640,US_0000000000001719,US_0000000000025166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000001478,US_0000000000053644,US_0000000000001406,US_0000000000001915,US_0000000000000761,US_0000000000001100,US_0000000000001549,US_0000000000000760,US_0000000000010529,US_0000000000005058,US_0000000000001234,US_0000000000000038,US_0000000000000047,US_0000000000019547,US_0000000000001508,US_0000000000019548,US_0000000000001794,US_0000000000001511,US_0000000000002501,US_0000000000001798,US_0000000000003829,US_0000000000003976,US_0000000000005579,US_0000000000000679,US_0000000000061294,US_0000000000061293,US_0000000000001425,US_0000000000001098,US_0000000000001799,US_0000000000001017,US_0000000000000294,US_0000000000001426,US_0000000000002803,US_0000000000025261,US_0000000000000532,US_0000000000002372,US_0000000000005046,US_0000000000000129,US_0000000000003995,US_0000000000000108,US_0000000000004040,US_0000000000002045,US_0000000000034051,US_0000000000023274,US_0000000000002386,US_0000000000003961,US_0000000000005629,US_0000000000001409,US_0000000000002249,US_0000000000000208,US_0000000000001262,US_0000000000000289,US_0000000000001475,US_0000000000000286,US_0000000000007783,US_0000000000001493,US_0000000000002332,US_0000000000000273,US_0000000000000041,US_0000000000000272,US_0000000000001812,US_0000000000001360,US_0000000000020375,US_0000000000002326,US_0000000000010292,US_0000000000000107,US_0000000000000318,US_0000000000009172,US_0000000000001843,US_0000000000009035,US_0000000000001380,US_0000000000010534,US_0000000000001044,US_0000000000001500,US_0000000000007361,US_0000000000012917,US_0000000000001710,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000000173,US_0000000000001651,US_0000000000004569,US_0000000000000180,US_0000000000001357,US_0000000000010204,US_0000000000009329,US_0000000000046642,US_0000000000001449,US_0000000000001645,US_0000000000001401,US_0000000000001360,US_0000000000002372,US_0000000000001812,US_0000000000002803,US_0000000000025261,US_0000000000002086,US_0000000000000129,US_0000000000005046,US_0000000000000108,US_0000000000001893,US_0000000000000318,US_0000000000009172,US_0000000000000107,US_0000000000001400,US_0000000000001955,US_0000000000000798,US_0000000000001521,US_0000000000020375,US_0000000000000208,US_0000000000001262,US_0000000000001482,US_0000000000012920,US_0000000000007783,US_0000000000000286,US_0000000000000289,US_0000000000005579,US_0000000000003829,US_0000000000003976,US_0000000000002088,US_0000000000001479,US_0000000000005624,US_0000000000005585,US_0000000000004039,US_0000000000005587,US_0000000000017873,US_0000000000003633,US_0000000000002326,US_0000000000010292,US_0000000000009035,US_0000000000001044,US_0000000000010534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000000747,US_0000000000000180,US_0000000000004569,US_0000000000001651,US_0000000000001357,US_0000000000009329,US_0000000000010204,US_0000000000046642,US_0000000000001449,US_0000000000001645,US_0000000000001401,US_0000000000001360,US_0000000000002372,US_0000000000001812,US_0000000000002803,US_0000000000025261,US_0000000000002086,US_0000000000005046,US_0000000000000129,US_0000000000000108,US_0000000000001893,US_0000000000000318,US_0000000000009172,US_0000000000000107,US_0000000000001400,US_0000000000001955,US_0000000000000798,US_0000000000001521,US_0000000000020375,US_0000000000001262,US_0000000000000208,US_0000000000012920,US_0000000000001482,US_0000000000007783,US_0000000000000286,US_0000000000000289,US_0000000000003976,US_0000000000005579,US_0000000000003829,US_0000000000002088,US_0000000000001479,US_0000000000005624,US_0000000000005585,US_0000000000004039,US_0000000000017873,US_0000000000005587,US_0000000000003633,US_0000000000002326,US_0000000000010292,US_0000000000009035,US_0000000000001044,US_0000000000010534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000008218,US_0000000000001651,US_0000000000000180,US_0000000000004569,US_0000000000001357,US_0000000000046642,US_0000000000010204,US_0000000000009329,US_0000000000001449,US_0000000000001645,US_0000000000001401,US_0000000000001360,US_0000000000002372,US_0000000000001812,US_0000000000025261,US_0000000000002803,US_0000000000002086,US_0000000000005046,US_0000000000000129,US_0000000000000108,US_0000000000001893,US_0000000000009172,US_0000000000000318,US_0000000000000107,US_0000000000001400,US_0000000000001955,US_0000000000001521,US_0000000000000798,US_0000000000020375,US_0000000000001262,US_0000000000000208,US_0000000000001482,US_0000000000012920,US_0000000000000286,US_0000000000007783,US_0000000000000289,US_0000000000003829,US_0000000000003976,US_0000000000005579,US_0000000000002088,US_0000000000001479,US_0000000000005624,US_0000000000005585,US_0000000000004039,US_0000000000005587,US_0000000000017873,US_0000000000003633,US_0000000000002326,US_0000000000010292,US_0000000000009035,US_0000000000010534,US_0000000000001044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000001099,US_0000000000004034,US_0000000000003831,US_0000000000004009,US_0000000000003995,US_0000000000002086,US_0000000000003666,US_0000000000002659,US_0000000000004002,US_0000000000003953,US_0000000000003996,US_0000000000001523,US_0000000000001955,US_0000000000002088,US_0000000000001956,US_0000000000001719,US_0000000000000640,US_0000000000025166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000001440,US_0000000000004034,US_0000000000004009,US_0000000000003831,US_0000000000003995,US_0000000000002086,US_0000000000004002,US_0000000000002659,US_0000000000003666,US_0000000000003953,US_0000000000003996,US_0000000000001523,US_0000000000001955,US_0000000000002088,US_0000000000001956,US_0000000000025166,US_0000000000000640,US_0000000000001719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000001818,US_0000000000004034,US_0000000000004009,US_0000000000003831,US_0000000000003995,US_0000000000002086,US_0000000000003666,US_0000000000002659,US_0000000000004002,US_0000000000003953,US_0000000000003996,US_0000000000001523,US_0000000000001955,US_0000000000002088,US_0000000000001956,US_0000000000000640,US_0000000000025166,US_0000000000001719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000001230,US_0000000000003925,US_0000000000004020,US_0000000000003552,US_0000000000002691,US_0000000000005767,US_0000000000004006,US_0000000000005709,US_0000000000005785,US_0000000000005705,US_0000000000003826,US_0000000000003624,US_0000000000001719,US_0000000000000640,US_0000000000025166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000002241,US_0000000000004020,US_0000000000003925,US_0000000000003552,US_0000000000005767,US_0000000000004006,US_0000000000002691,US_0000000000005785,US_0000000000005705,US_0000000000005709,US_0000000000003624,US_0000000000003826,US_0000000000025166,US_0000000000000640,US_0000000000001719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000007699,US_0000000000003925,US_0000000000004020,US_0000000000003552,US_0000000000005767,US_0000000000004006,US_0000000000002691,US_0000000000005785,US_0000000000005709,US_0000000000005705,US_0000000000003826,US_0000000000003624,US_0000000000025166,US_0000000000000640,US_0000000000001719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000007787,US_0000000000004020,US_0000000000003925,US_0000000000003552,US_0000000000005767,US_0000000000004006,US_0000000000002691,US_0000000000005705,US_0000000000005709,US_0000000000005785,US_0000000000003624,US_0000000000003826,US_0000000000001719,US_0000000000025166,US_0000000000000640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000022135,US_0000000000004020,US_0000000000003925,US_0000000000003552,US_0000000000002691,US_0000000000005767,US_0000000000004006,US_0000000000005785,US_0000000000005705,US_0000000000005709,US_0000000000003826,US_0000000000003624,US_0000000000001719,US_0000000000025166,US_0000000000000640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000000239,US_0000000000001836,US_0000000000003555,US_0000000000003992,US_0000000000030267,US_0000000000008645,US_0000000000001471,US_0000000000001824,US_0000000000032085,US_0000000000021805,US_0000000000009045,US_0000000000004748,US_0000000000009042,US_0000000000002583,US_0000000000009857,US_0000000000002967,US_0000000000004089,US_0000000000002819,US_0000000000011833,US_0000000000041315,US_0000000000011763,US_0000000000011846,US_0000000000001821,US_0000000000004008,US_0000000000004017,US_0000000000036400,US_0000000000006376,US_0000000000005695,US_0000000000001800,US_0000000000005586,US_0000000000002031,US_0000000000011805,US_0000000000009035,US_0000000000008915,US_0000000000000292,US_0000000000001804,US_0000000000002322,US_0000000000007261,US_0000000000000926,US_0000000000001812,US_0000000000008648,US_0000000000004975,US_0000000000001360,US_0000000000000576,US_0000000000001962,US_0000000000002386,US_0000000000000131,US_0000000000000107,US_0000000000002156,US_0000000000001103,US_0000000000018359,US_0000000000000655,US_0000000000004418,US_0000000000000769,US_0000000000001104,US_0000000000003357,US_0000000000002157,US_0000000000001340,US_0000000000000197,US_0000000000001254,US_0000000000001843,US_0000000000001710,US_0000000000001411,US_0000000000002372,US_0000000000001493,US_0000000000000108,US_0000000000010534,US_0000000000001044,US_0000000000000005,US_0000000000000212,US_0000000000000182,US_0000000000000136,US_0000000000009673,US_0000000000010760,US_0000000000000041,US_0000000000000273,US_0000000000000272,US_0000000000002326,US_0000000000025261,US_0000000000002803,US_0000000000000208,US_0000000000001262,US_0000000000009172,US_0000000000000318,US_0000000000020375,US_0000000000000289,US_0000000000000622,US_0000000000038233,US_0000000000000624,US_0000000000000534,US_0000000000038226,,,,,,,,,,
US_0000000000019507,US_0000000000001836,US_0000000000003555,US_0000000000030267,US_0000000000003992,US_0000000000008645,US_0000000000001471,US_0000000000032085,US_0000000000001824,US_0000000000009042,US_0000000000009045,US_0000000000021805,US_0000000000004748,US_0000000000009857,US_0000000000002967,US_0000000000002583,US_0000000000004089,US_0000000000002819,US_0000000000011833,US_0000000000041315,US_0000000000011846,US_0000000000011763,US_0000000000001821,US_0000000000004008,US_0000000000004017,US_0000000000036400,US_0000000000006376,US_0000000000005695,US_0000000000001800,US_0000000000005586,US_0000000000002031,US_0000000000011805,US_0000000000009035,US_0000000000008915,US_0000000000000292,US_0000000000001804,US_0000000000002322,US_0000000000007261,US_0000000000000926,US_0000000000001812,US_0000000000008648,US_0000000000004975,US_0000000000001360,US_0000000000001962,US_0000000000000576,US_0000000000002386,US_0000000000000131,US_0000000000000107,US_0000000000018359,US_0000000000001104,US_0000000000002157,US_0000000000002156,US_0000000000001103,US_0000000000004418,US_0000000000000769,US_0000000000000655,US_0000000000003357,US_0000000000001340,US_0000000000000197,US_0000000000001254,US_0000000000001843,US_0000000000001710,US_0000000000001411,US_0000000000002372,US_0000000000001493,US_0000000000000108,US_0000000000001044,US_0000000000010534,US_0000000000000212,US_0000000000000005,US_0000000000000136,US_0000000000000182,US_0000000000009673,US_0000000000010760,US_0000000000000041,US_0000000000000272,US_0000000000000273,US_0000000000002326,US_0000000000025261,US_0000000000002803,US_0000000000001262,US_0000000000000208,US_0000000000009172,US_0000000000000318,US_0000000000020375,US_0000000000000289,US_0000000000000534,US_0000000000038226,US_0000000000038233,US_0000000000000622,US_0000000000000624,,,,,,,,,,
US_0000000000002145,US_0000000000004034,US_0000000000003831,US_0000000000004009,US_0000000000003953,US_0000000000003843,US_0000000000004008,US_0000000000003996,US_0000000000025166,US_0000000000000640,US_0000000000001719,US_0000000000001523,US_0000000000002088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000003974,US_0000000000005695,US_0000000000003992,US_0000000000003555,US_0000000000030267,US_0000000000003996,US_0000000000005615,US_0000000000004008,US_0000000000021810,US_0000000000003827,US_0000000000001710,US_0000000000001479,US_0000000000001715,US_0000000000009035,US_0000000000001956,US_0000000000000640,US_0000000000025166,US_0000000000001719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000003978,US_0000000000005695,US_0000000000003992,US_0000000000030267,US_0000000000003555,US_0000000000003996,US_0000000000005615,US_0000000000004008,US_0000000000003827,US_0000000000021810,US_0000000000001710,US_0000000000001479,US_0000000000001715,US_0000000000009035,US_0000000000001956,US_0000000000000640,US_0000000000001719,US_0000000000025166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000005731,US_0000000000005783,US_0000000000004015,US_0000000000003933,US_0000000000003599,US_0000000000005695,US_0000000000003801,US_0000000000005585,US_0000000000003833,US_0000000000003973,US_0000000000001663,US_0000000000001606,US_0000000000002536,US_0000000000002367,US_0000000000002365,US_0000000000001461,US_0000000000001821,US_0000000000001553,US_0000000000002373,US_0000000000009857,US_0000000000002967,US_0000000000002583,US_0000000000000020,US_0000000000001411,US_0000000000001479,US_0000000000012920,US_0000000000001482,US_0000000000000108,US_0000000000001493,US_0000000000001254,US_0000000000000197,US_0000000000000107,US_0000000000001044,US_0000000000010534,US_0000000000001461,US_0000000000000999,US_0000000000002372,US_0000000000000048,US_0000000000001392,US_0000000000001262,US_0000000000000208,US_0000000000000041,US_0000000000000272,US_0000000000000273,US_0000000000002591,US_0000000000000130,US_0000000000001380,US_0000000000012917,US_0000000000007361,US_0000000000001710,US_0000000000002875,US_0000000000000182,US_0000000000000136,US_0000000000009673,US_0000000000010760,US_0000000000003357,US_0000000000000655,US_0000000000000769,US_0000000000001103,US_0000000000002156,US_0000000000002157,US_0000000000004418,US_0000000000018359,US_0000000000001104,US_0000000000009035,US_0000000000009172,US_0000000000000318,US_0000000000000005,US_0000000000000212,US_0000000000001964,US_0000000000001152,US_0000000000002326,US_0000000000025261,US_0000000000002803,US_0000000000001340,US_0000000000007308,US_0000000000000570,US_0000000000002021,US_0000000000002040,US_0000000000002381,US_0000000000008854,US_0000000000036400,US_0000000000006376,US_0000000000008648,,,,,,,,,,,,,,,,,
US_0000000000005764,US_0000000000005783,US_0000000000003933,US_0000000000003599,US_0000000000004015,US_0000000000005695,US_0000000000003801,US_0000000000005585,US_0000000000003833,US_0000000000003973,US_0000000000001663,US_0000000000001606,US_0000000000002536,US_0000000000002367,US_0000000000001461,US_0000000000002365,US_0000000000001821,US_0000000000001553,US_0000000000002373,US_0000000000009857,US_0000000000002967,US_0000000000002583,US_0000000000000020,US_0000000000001411,US_0000000000001479,US_0000000000012920,US_0000000000001482,US_0000000000000108,US_0000000000001493,US_0000000000000197,US_0000000000001254,US_0000000000000107,US_0000000000010534,US_0000000000001044,US_0000000000001461,US_0000000000000999,US_0000000000002372,US_0000000000000048,US_0000000000001392,US_0000000000000208,US_0000000000001262,US_0000000000000272,US_0000000000000041,US_0000000000000273,US_0000000000000130,US_0000000000002591,US_0000000000001380,US_0000000000012917,US_0000000000007361,US_0000000000001710,US_0000000000002875,US_0000000000000136,US_0000000000009673,US_0000000000010760,US_0000000000000182,US_0000000000000769,US_0000000000001104,US_0000000000003357,US_0000000000002156,US_0000000000000655,US_0000000000018359,US_0000000000001103,US_0000000000004418,US_0000000000002157,US_0000000000009035,US_0000000000009172,US_0000000000000318,US_0000000000000212,US_0000000000000005,US_0000000000001964,US_0000000000001152,US_0000000000002326,US_0000000000002803,US_0000000000025261,US_0000000000001340,US_0000000000007308,US_0000000000002021,US_0000000000000570,US_0000000000008854,US_0000000000002381,US_0000000000002040,US_0000000000006376,US_0000000000036400,US_0000000000008648,,,,,,,,,,,,,,,,,
US_0000000000005620,US_0000000000030168,US_0000000000003964,US_0000000000003843,US_0000000000012183,US_0000000000004007,US_0000000000003844,US_0000000000000481,US_0000000000002684,US_0000000000001776,US_0000000000002648,US_0000000000015943,US_0000000000008939,US_0000000000063152,US_0000000000008054,US_0000000000035528,US_0000000000063153,US_0000000000003928,US_0000000000015876,US_0000000000005607,US_0000000000004027,US_0000000000002719,US_0000000000002718,US_0000000000000104,US_0000000000002177,US_0000000000000105,US_0000000000029976,US_0000000000008490,US_0000000000000419,US_0000000000002151,US_0000000000000711,US_0000000000002349,US_0000000000000926,US_0000000000007261,US_0000000000001358,US_0000000000004480,US_0000000000001351,US_0000000000000130,US_0000000000002591,US_0000000000001962,US_0000000000000576,US_0000000000002416,US_0000000000000094,US_0000000000002347,US_0000000000000979,US_0000000000004846,US_0000000000004975,US_0000000000002583,US_0000000000002967,US_0000000000009857,US_0000000000001500,US_0000000000007905,US_0000000000010178,US_0000000000008645,US_0000000000010760,US_0000000000000136,US_0000000000009673,US_0000000000000182,US_0000000000001773,US_0000000000004089,US_0000000000002322,US_0000000000010888,US_0000000000009746,US_0000000000029979,US_0000000000001709,US_0000000000002653,US_0000000000001207,US_0000000000002122,US_0000000000001710,US_0000000000001380,US_0000000000000622,US_0000000000038226,US_0000000000000625,US_0000000000002638,US_0000000000000537,US_0000000000007320,US_0000000000000624,US_0000000000038233,US_0000000000000623,US_0000000000004321,US_0000000000000534,US_0000000000000545,US_0000000000000621,US_0000000000001103,US_0000000000018359,US_0000000000000655,US_0000000000001104,US_0000000000002157,US_0000000000000769,US_0000000000002156,US_0000000000003357,US_0000000000004418,US_0000000000010534,US_0000000000001044,US_0000000000000197,US_0000000000001254,US_0000000000000107,US_0000000000000272,US_0000000000000041,US_0000000000000273,US_0000000000002875
